id,title,username,language,date,content
uZjK1n4J,2024-07-28_stats.json,rdp_snitch,JSON,Sunday 28th of July 2024 07:18:18 PM CDT,"{
  ""ip"": {
    ""45.134.26.11"": 12,
    ""179.60.149.8"": 6,
    ""145.253.164.106"": 9,
    ""80.66.88.35"": 6,
    ""157.230.48.33"": 12,
    ""45.227.254.55"": 6,
    ""147.185.132.51"": 9,
    ""83.222.191.142"": 18,
    ""62.215.34.181"": 6,
    ""87.251.75.120"": 6,
    ""194.165.16.76"": 6,
    ""71.6.134.232"": 30,
    ""157.245.193.153"": 3,
    ""147.185.132.60"": 9,
    ""172.233.156.80"": 3,
    ""194.165.16.72"": 6,
    ""167.94.146.48"": 3,
    ""51.103.90.130"": 3,
    ""147.45.112.52"": 3,
    ""64.23.153.204"": 12,
    ""103.120.19.79"": 18,
    ""165.22.250.165"": 3,
    ""213.109.202.182"": 6,
    ""58.218.199.219"": 15,
    ""96.51.53.164"": 3,
    ""101.36.107.65"": 3,
    ""91.238.181.22"": 6,
    ""185.208.158.221"": 108,
    ""167.99.160.147"": 12,
    ""23.239.21.243"": 3,
    ""147.185.132.213"": 9,
    ""193.26.115.213"": 6,
    ""91.206.169.21"": 6,
    ""12.193.127.18"": 18,
    ""136.24.37.18"": 3,
    ""206.72.195.26"": 3,
    ""12.226.206.131"": 12,
    ""192.99.101.9"": 6,
    ""100.4.180.56"": 12,
    ""80.65.72.149"": 15,
    ""103.130.212.203"": 3,
    ""43.153.99.114"": 6,
    ""45.5.94.6"": 9,
    ""212.114.27.254"": 12,
    ""193.112.134.231"": 3,
    ""91.238.181.32"": 6,
    ""200.37.0.238"": 3,
    ""95.92.172.88"": 21,
    ""45.138.16.138"": 15,
    ""186.67.171.6"": 6,
    ""23.94.167.52"": 3,
    ""72.167.34.126"": 3,
    ""193.26.115.179"": 6,
    ""80.124.119.50"": 3,
    ""95.136.11.137"": 6,
    ""146.59.230.9"": 6,
    ""104.200.32.169"": 3,
    ""38.170.237.41"": 3,
    ""176.153.15.140"": 6,
    ""185.73.125.22"": 9,
    ""104.218.165.55"": 3,
    ""139.99.194.253"": 3,
    ""205.210.31.212"": 9,
    ""89.165.2.25"": 6,
    ""179.60.149.54"": 6,
    ""185.170.144.3"": 3
  },
  ""asn"": {
    ""AS198953"": 12,
    ""AS395839"": 12,
    ""AS3209"": 9,
    ""AS208091"": 21,
    ""AS14061"": 42,
    ""AS267784"": 6,
    ""AS396982"": 36,
    ""AS204428"": 18,
    ""AS21050"": 6,
    ""AS48721"": 12,
    ""AS10439"": 30,
    ""AS63949"": 6,
    ""AS398705"": 3,
    ""AS8075"": 3,
    ""AS209132"": 3,
    ""AS131939"": 18,
    ""AS208312"": 6,
    ""AS4134"": 15,
    ""AS6327"": 3,
    ""AS135377"": 6,
    ""AS49434"": 12,
    ""AS42624"": 108,
    ""AS23470"": 12,
    ""AS210558"": 21,
    ""AS7018"": 30,
    ""AS19165"": 3,
    ""AS19318"": 3,
    ""AS16276"": 15,
    ""AS701"": 12,
    ""AS9146"": 15,
    ""AS135953"": 3,
    ""AS132203"": 6,
    ""AS28419"": 9,
    ""AS199636"": 12,
    ""AS45090"": 3,
    ""AS6147"": 3,
    ""AS2860"": 21,
    ""AS27651"": 6,
    ""AS36352"": 3,
    ""AS398101"": 3,
    ""AS15557"": 3,
    ""AS12353"": 6,
    ""AS33548"": 3,
    ""AS48635"": 3,
    ""AS5410"": 6,
    ""AS39501"": 6,
    ""AS197414"": 3
  },
  ""isp"": {
    ""Proton66 OOO"": 12,
    ""HOSTKEY"": 12,
    ""Vodafone GmbH"": 9,
    ""Xhost Internet Solutions"": 6,
    ""DigitalOcean, LLC"": 42,
    ""Flyservers S.A."": 18,
    ""Google LLC"": 36,
    ""Lir.bg EOOD"": 18,
    ""Fast Telecommunications Company W.L.L."": 6,
    ""Xhost Internet Solutions LP"": 18,
    ""CariNet, Inc."": 30,
    ""Akamai Technologies, Inc."": 6,
    ""Censys, Inc."": 3,
    ""Microsoft"": 3,
    ""Alviva Holding Limited"": 3,
    ""IPS INC"": 18,
    ""Red Byte LLC"": 6,
    ""Chinanet"": 15,
    ""Shaw Communications Inc."": 3,
    ""UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED"": 3,
    ""Datacenter location PAR1 France"": 12,
    ""Simple Carrier LLC"": 108,
    ""ReliableSite.Net LLC"": 12,
    ""1337 Services GmbH"": 21,
    ""AT&T Services, Inc."": 30,
    ""Webpass Inc."": 3,
    ""Interserver"": 3,
    ""OVH SAS"": 15,
    ""Verizon Communications"": 12,
    ""BH Telecom d.d. Sarajevo"": 15,
    ""P815"": 3,
    ""Shenzhen Tencent Computer Systems Company Limited"": 9,
    ""Se\u00f1al Interactiva, S.A De C.V"": 9,
    ""Free Pro SAS"": 12,
    ""Telefonica del Peru S.A.A."": 3,
    ""NOS COMUNICACOES S.A"": 21,
    ""Entel Chile S.A."": 6,
    ""HostPapa"": 3,
    ""GoDaddy.com, LLC"": 3,
    ""Societe Francaise Du Radiotelephone - SFR SA"": 3,
    ""Vodafone Portugal"": 6,
    ""Unwired Broadband, LLC"": 3,
    ""Cldin B.V."": 3,
    ""BOUYGUES Telecom"": 6,
    ""Zenlayer Inc"": 3,
    ""NGS-DC"": 6
  },
  ""org"": {
    ""Proton66 LLC"": 12,
    ""Safe VPN S.A"": 12,
    ""ARCOR-IP"": 9,
    ""XHOSTIS"": 6,
    ""DigitalOcean, LLC"": 30,
    ""UAB Host Baltic"": 6,
    ""Palo Alto Networks, Inc"": 36,
    ""Lir.bg EOOD"": 18,
    ""Fasttelco"": 6,
    ""Xhost Internet Solutions"": 6,
    ""Flyservers S.A"": 12,
    ""CariNet, Inc."": 30,
    ""Akamai Technologies, Inc."": 3,
    ""Censys, Inc."": 3,
    ""Microsoft Azure Cloud (francecentral)"": 3,
    ""Alviva Holding Limited"": 3,
    ""IPS Inc"": 18,
    ""Chang Way Technologies Co. Limited"": 6,
    ""Chinanet JS"": 15,
    ""Shaw Communications Inc"": 3,
    ""UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED"": 3,
    ""ThinkTech Technology Industrial CO. Limited"": 12,
    ""Simple Carrier LLC"": 108,
    ""Digital Ocean"": 12,
    ""Linode"": 3,
    ""1337 Services GmbH"": 33,
    ""ATT SERVICES INC- PEG"": 18,
    ""Webpass Inc"": 3,
    ""hostingsource.com"": 3,
    ""ATT SERVICES INC - PEGACM-MD"": 12,
    ""OVH Hosting, Inc."": 6,
    ""MCI Communications Services, Inc. d/b/a Verizon Business"": 12,
    ""Unknown"": 30,
    ""Tencent Cloud Computing"": 6,
    ""Se\u00f1al Interactiva, S.A De C.V"": 9,
    ""Free Pro"": 12,
    ""Tencent Cloud Computing (Beijing) Co., Ltd"": 3,
    ""UniRed Red Interna"": 3,
    ""NOS Comunicacoes S.A."": 21,
    ""Entel Chile S.A"": 6,
    ""GoDaddy.com, LLC"": 3,
    ""Vodafone Portugal - Communicacoes Pessoais S.A."": 6,
    ""OVH"": 6,
    ""Unwired Broadband"": 3,
    ""ServerMania Inc"": 3,
    ""Xhostis"": 12,
    ""UCLOUD"": 3,
    ""OVH Australia PTY LTD"": 3,
    ""Neda Gostar Saba Data Transfer Company"": 6
  },
  ""regionName"": {
    ""Moscow"": 18,
    ""Managua Department"": 12,
    ""Hesse"": 21,
    ""Drenthe"": 6,
    ""New Jersey"": 15,
    ""Vilnius"": 6,
    ""California"": 90,
    ""Sofia-Capital"": 18,
    ""Hawalli"": 6,
    ""North Holland"": 21,
    ""Kaunas"": 12,
    ""Nevada"": 30,
    ""Central Singapore"": 3,
    ""\u00cele-de-France"": 30,
    ""Tokyo"": 18,
    ""South West"": 3,
    ""Jiangsu"": 15,
    ""Alberta"": 3,
    ""Kowloon"": 3,
    ""Texas"": 126,
    ""Florida"": 12,
    ""Quebec"": 6,
    ""New York"": 15,
    ""Federation of Bosnia and Herzegovina"": 15,
    ""Hanoi"": 3,
    ""Coahuila"": 9,
    ""Guangdong"": 3,
    ""Lima Province"": 3,
    ""Lisbon"": 27,
    ""Mazovia"": 15,
    ""Santiago Metropolitan"": 6,
    ""Arizona"": 3,
    ""Hauts-de-France"": 6,
    ""Auvergne-Rh\u00f4ne-Alpes"": 6,
    ""England"": 3,
    ""New South Wales"": 3,
    ""Tehran"": 6
  },
  ""country"": {
    ""Russia"": 18,
    ""Nicaragua"": 12,
    ""Germany"": 21,
    ""The Netherlands"": 24,
    ""United States"": 291,
    ""Lithuania"": 18,
    ""Bulgaria"": 18,
    ""Kuwait"": 6,
    ""Singapore"": 6,
    ""France"": 42,
    ""Japan"": 18,
    ""China"": 18,
    ""Canada"": 9,
    ""Hong Kong"": 3,
    ""Bosnia and Herzegovina"": 15,
    ""Vietnam"": 3,
    ""Mexico"": 9,
    ""Peru"": 3,
    ""Portugal"": 27,
    ""Poland"": 15,
    ""Chile"": 6,
    ""Netherlands"": 3,
    ""United Kingdom"": 3,
    ""Australia"": 3,
    ""Iran"": 6
  },
  ""account"": {
    ""Administr"": 48,
    ""Test"": 57,
    ""hello"": 72,
    ""ZRqDDBVNf"": 3,
    ""RIqxAG"": 3,
    ""VSwovq"": 3,
    ""eltons"": 15,
    ""administr"": 15,
    ""VExxnwZqh"": 3,
    ""YgrLGP"": 3,
    ""OsUeos"": 3,
    ""(empty)"": 3,
    ""Domain"": 15,
    ""Administrator"": 30,
    ""Admin"": 27,
    ""Whatuptime.com"": 27,
    ""Jakartakini123#"": 27,
    ""1wi7wlgl"": 12,
    ""beio"": 3,
    ""SYWssHHWU"": 3,
    ""cgBSFw"": 3,
    ""vPeOFh"": 3,
    ""142.93.8.59"": 210,
    ""wmxaOyCgn"": 3,
    ""hKjVoZ"": 3,
    ""UjcLgK"": 3
  },
  ""keyboard"": {
    ""Unknown"": 597
  },
  ""client_build"": {
    ""Unknown"": 597
  },
  ""client_name"": {
    ""Unknown"": 597
  },
  ""ip_type"": {
    ""Unknown"": 399,
    ""hosting & proxy"": 30,
    ""hosting"": 162,
    ""proxy"": 6
  }
}"
MTiTMMeB,💸Make 500$ in 30 minutes💸,ZeroSlasher,JavaScript,Sunday 28th of July 2024 07:18:10 PM CDT,"Guide:

https://drive.google.com/file/d/1Mzn6o3n5xIhN6nueBAl3YTzyb27ZgMrD/view?gcNQWVbz1H

just use this method to get a gift card for free, then sell it on Paxful for instant profit"
R5kdaYeJ,❤️ MAKE $900 IN 15 MINUTES METHOD ❤,ZeroSlasher,JavaScript,Sunday 28th of July 2024 07:17:54 PM CDT,"Guide:

https://drive.google.com/file/d/1Mzn6o3n5xIhN6nueBAl3YTzyb27ZgMrD/view?OnNUk1CJNr

Hadez gift cards method

You can use it to get any gift card completely for free"
7GCZjijV,⭐FREE GIFTCARDS METHOD⭐July 2024,ZeroSlasher,JavaScript,Sunday 28th of July 2024 07:17:36 PM CDT,"Guide:

https://drive.google.com/file/d/1Mzn6o3n5xIhN6nueBAl3YTzyb27ZgMrD/view?NuXMOKs6KF

Hadez gift cards method

You can use it to get any gift card completely for free"
cMnwzkLM,🤑G2A.com Free Gift Card EXPLOIT July 2024🤑,ZeroSlasher,JavaScript,Sunday 28th of July 2024 07:17:19 PM CDT,"Guide:

https://drive.google.com/file/d/1Mzn6o3n5xIhN6nueBAl3YTzyb27ZgMrD/view?D3bebNcsXD

Hadez gift cards method

You can use it to get any gift card completely for free"
gTgzehtZ,⭐FREE GIFTCARDS METHOD⭐July 2024,ZeroSlasher,JavaScript,Sunday 28th of July 2024 07:17:03 PM CDT,"Guide:

https://drive.google.com/file/d/1Mzn6o3n5xIhN6nueBAl3YTzyb27ZgMrD/view?rSomBc9mmI

Hadez gift cards method

You can use it to get any gift card completely for free"
LMpAkqhU,G2A Timezone Glitch,ZeroSlasher,JavaScript,Sunday 28th of July 2024 07:16:46 PM CDT,"Guide:

https://drive.google.com/file/d/1Mzn6o3n5xIhN6nueBAl3YTzyb27ZgMrD/view?epNPiosZ3j

Hadez gift cards method

You can use it to get any gift card completely for free"
vAAbNW9Y,100$ Amazon Giftcards,ZeroSlasher,JavaScript,Sunday 28th of July 2024 07:16:29 PM CDT,"Guide:

https://drive.google.com/file/d/1Mzn6o3n5xIhN6nueBAl3YTzyb27ZgMrD/view?RdDpsqqIKM

Hadez gift cards method

You can use it to get any gift card completely for free"
GnGFCD02,Get any giftcard for free [Method],ZeroSlasher,JavaScript,Sunday 28th of July 2024 07:16:12 PM CDT,"Guide:

https://drive.google.com/file/d/1Mzn6o3n5xIhN6nueBAl3YTzyb27ZgMrD/view?J9nL8epmsb

Hadez gift cards method

You can use it to get any gift card completely for free"
qHXk9SE8,2024-07-28_stats.json,rdp_snitch,JSON,Sunday 28th of July 2024 07:16:10 PM CDT,"{
  ""ip"": {
    ""45.134.26.11"": 8,
    ""179.60.149.8"": 4,
    ""145.253.164.106"": 6,
    ""80.66.88.35"": 4,
    ""157.230.48.33"": 8,
    ""45.227.254.55"": 4,
    ""147.185.132.51"": 6,
    ""83.222.191.142"": 12,
    ""62.215.34.181"": 4,
    ""87.251.75.120"": 4,
    ""194.165.16.76"": 4,
    ""71.6.134.232"": 20,
    ""157.245.193.153"": 2,
    ""147.185.132.60"": 6,
    ""172.233.156.80"": 2,
    ""194.165.16.72"": 4,
    ""167.94.146.48"": 2,
    ""51.103.90.130"": 2,
    ""147.45.112.52"": 2,
    ""64.23.153.204"": 8,
    ""103.120.19.79"": 12,
    ""165.22.250.165"": 2,
    ""213.109.202.182"": 4,
    ""58.218.199.219"": 10,
    ""96.51.53.164"": 2,
    ""101.36.107.65"": 2,
    ""91.238.181.22"": 4,
    ""185.208.158.221"": 72,
    ""167.99.160.147"": 8,
    ""23.239.21.243"": 2,
    ""147.185.132.213"": 6,
    ""193.26.115.213"": 4,
    ""91.206.169.21"": 4,
    ""12.193.127.18"": 12,
    ""136.24.37.18"": 2,
    ""206.72.195.26"": 2,
    ""12.226.206.131"": 8,
    ""192.99.101.9"": 4,
    ""100.4.180.56"": 8,
    ""80.65.72.149"": 10,
    ""103.130.212.203"": 2,
    ""43.153.99.114"": 4,
    ""45.5.94.6"": 6,
    ""212.114.27.254"": 8,
    ""193.112.134.231"": 2,
    ""91.238.181.32"": 4,
    ""200.37.0.238"": 2,
    ""95.92.172.88"": 14,
    ""45.138.16.138"": 10,
    ""186.67.171.6"": 4,
    ""23.94.167.52"": 2,
    ""72.167.34.126"": 2,
    ""193.26.115.179"": 4,
    ""80.124.119.50"": 2,
    ""95.136.11.137"": 4,
    ""146.59.230.9"": 4,
    ""104.200.32.169"": 2,
    ""38.170.237.41"": 2,
    ""176.153.15.140"": 4,
    ""185.73.125.22"": 6,
    ""104.218.165.55"": 2,
    ""139.99.194.253"": 2,
    ""205.210.31.212"": 6,
    ""89.165.2.25"": 4,
    ""179.60.149.54"": 4,
    ""185.170.144.3"": 2
  },
  ""asn"": {
    ""AS198953"": 8,
    ""AS395839"": 8,
    ""AS3209"": 6,
    ""AS208091"": 14,
    ""AS14061"": 28,
    ""AS267784"": 4,
    ""AS396982"": 24,
    ""AS204428"": 12,
    ""AS21050"": 4,
    ""AS48721"": 8,
    ""AS10439"": 20,
    ""AS63949"": 4,
    ""AS398705"": 2,
    ""AS8075"": 2,
    ""AS209132"": 2,
    ""AS131939"": 12,
    ""AS208312"": 4,
    ""AS4134"": 10,
    ""AS6327"": 2,
    ""AS135377"": 4,
    ""AS49434"": 8,
    ""AS42624"": 72,
    ""AS23470"": 8,
    ""AS210558"": 14,
    ""AS7018"": 20,
    ""AS19165"": 2,
    ""AS19318"": 2,
    ""AS16276"": 10,
    ""AS701"": 8,
    ""AS9146"": 10,
    ""AS135953"": 2,
    ""AS132203"": 4,
    ""AS28419"": 6,
    ""AS199636"": 8,
    ""AS45090"": 2,
    ""AS6147"": 2,
    ""AS2860"": 14,
    ""AS27651"": 4,
    ""AS36352"": 2,
    ""AS398101"": 2,
    ""AS15557"": 2,
    ""AS12353"": 4,
    ""AS33548"": 2,
    ""AS48635"": 2,
    ""AS5410"": 4,
    ""AS39501"": 4,
    ""AS197414"": 2
  },
  ""isp"": {
    ""Proton66 OOO"": 8,
    ""HOSTKEY"": 8,
    ""Vodafone GmbH"": 6,
    ""Xhost Internet Solutions"": 4,
    ""DigitalOcean, LLC"": 28,
    ""Flyservers S.A."": 12,
    ""Google LLC"": 24,
    ""Lir.bg EOOD"": 12,
    ""Fast Telecommunications Company W.L.L."": 4,
    ""Xhost Internet Solutions LP"": 12,
    ""CariNet, Inc."": 20,
    ""Akamai Technologies, Inc."": 4,
    ""Censys, Inc."": 2,
    ""Microsoft"": 2,
    ""Alviva Holding Limited"": 2,
    ""IPS INC"": 12,
    ""Red Byte LLC"": 4,
    ""Chinanet"": 10,
    ""Shaw Communications Inc."": 2,
    ""UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED"": 2,
    ""Datacenter location PAR1 France"": 8,
    ""Simple Carrier LLC"": 72,
    ""ReliableSite.Net LLC"": 8,
    ""1337 Services GmbH"": 14,
    ""AT&T Services, Inc."": 20,
    ""Webpass Inc."": 2,
    ""Interserver"": 2,
    ""OVH SAS"": 10,
    ""Verizon Communications"": 8,
    ""BH Telecom d.d. Sarajevo"": 10,
    ""P815"": 2,
    ""Shenzhen Tencent Computer Systems Company Limited"": 6,
    ""Se\u00f1al Interactiva, S.A De C.V"": 6,
    ""Free Pro SAS"": 8,
    ""Telefonica del Peru S.A.A."": 2,
    ""NOS COMUNICACOES S.A"": 14,
    ""Entel Chile S.A."": 4,
    ""HostPapa"": 2,
    ""GoDaddy.com, LLC"": 2,
    ""Societe Francaise Du Radiotelephone - SFR SA"": 2,
    ""Vodafone Portugal"": 4,
    ""Unwired Broadband, LLC"": 2,
    ""Cldin B.V."": 2,
    ""BOUYGUES Telecom"": 4,
    ""Zenlayer Inc"": 2,
    ""NGS-DC"": 4
  },
  ""org"": {
    ""Proton66 LLC"": 8,
    ""Safe VPN S.A"": 8,
    ""ARCOR-IP"": 6,
    ""XHOSTIS"": 4,
    ""DigitalOcean, LLC"": 20,
    ""UAB Host Baltic"": 4,
    ""Palo Alto Networks, Inc"": 24,
    ""Lir.bg EOOD"": 12,
    ""Fasttelco"": 4,
    ""Xhost Internet Solutions"": 4,
    ""Flyservers S.A"": 8,
    ""CariNet, Inc."": 20,
    ""Akamai Technologies, Inc."": 2,
    ""Censys, Inc."": 2,
    ""Microsoft Azure Cloud (francecentral)"": 2,
    ""Alviva Holding Limited"": 2,
    ""IPS Inc"": 12,
    ""Chang Way Technologies Co. Limited"": 4,
    ""Chinanet JS"": 10,
    ""Shaw Communications Inc"": 2,
    ""UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED"": 2,
    ""ThinkTech Technology Industrial CO. Limited"": 8,
    ""Simple Carrier LLC"": 72,
    ""Digital Ocean"": 8,
    ""Linode"": 2,
    ""1337 Services GmbH"": 22,
    ""ATT SERVICES INC- PEG"": 12,
    ""Webpass Inc"": 2,
    ""hostingsource.com"": 2,
    ""ATT SERVICES INC - PEGACM-MD"": 8,
    ""OVH Hosting, Inc."": 4,
    ""MCI Communications Services, Inc. d/b/a Verizon Business"": 8,
    ""Unknown"": 20,
    ""Tencent Cloud Computing"": 4,
    ""Se\u00f1al Interactiva, S.A De C.V"": 6,
    ""Free Pro"": 8,
    ""Tencent Cloud Computing (Beijing) Co., Ltd"": 2,
    ""UniRed Red Interna"": 2,
    ""NOS Comunicacoes S.A."": 14,
    ""Entel Chile S.A"": 4,
    ""GoDaddy.com, LLC"": 2,
    ""Vodafone Portugal - Communicacoes Pessoais S.A."": 4,
    ""OVH"": 4,
    ""Unwired Broadband"": 2,
    ""ServerMania Inc"": 2,
    ""Xhostis"": 8,
    ""UCLOUD"": 2,
    ""OVH Australia PTY LTD"": 2,
    ""Neda Gostar Saba Data Transfer Company"": 4
  },
  ""regionName"": {
    ""Moscow"": 12,
    ""Managua Department"": 8,
    ""Hesse"": 14,
    ""Drenthe"": 4,
    ""New Jersey"": 10,
    ""Vilnius"": 4,
    ""California"": 60,
    ""Sofia-Capital"": 12,
    ""Hawalli"": 4,
    ""North Holland"": 14,
    ""Kaunas"": 8,
    ""Nevada"": 20,
    ""Central Singapore"": 2,
    ""\u00cele-de-France"": 20,
    ""Tokyo"": 12,
    ""South West"": 2,
    ""Jiangsu"": 10,
    ""Alberta"": 2,
    ""Kowloon"": 2,
    ""Texas"": 84,
    ""Florida"": 8,
    ""Quebec"": 4,
    ""New York"": 10,
    ""Federation of Bosnia and Herzegovina"": 10,
    ""Hanoi"": 2,
    ""Coahuila"": 6,
    ""Guangdong"": 2,
    ""Lima Province"": 2,
    ""Lisbon"": 18,
    ""Mazovia"": 10,
    ""Santiago Metropolitan"": 4,
    ""Arizona"": 2,
    ""Hauts-de-France"": 4,
    ""Auvergne-Rh\u00f4ne-Alpes"": 4,
    ""England"": 2,
    ""New South Wales"": 2,
    ""Tehran"": 4
  },
  ""country"": {
    ""Russia"": 12,
    ""Nicaragua"": 8,
    ""Germany"": 14,
    ""The Netherlands"": 16,
    ""United States"": 194,
    ""Lithuania"": 12,
    ""Bulgaria"": 12,
    ""Kuwait"": 4,
    ""Singapore"": 4,
    ""France"": 28,
    ""Japan"": 12,
    ""China"": 12,
    ""Canada"": 6,
    ""Hong Kong"": 2,
    ""Bosnia and Herzegovina"": 10,
    ""Vietnam"": 2,
    ""Mexico"": 6,
    ""Peru"": 2,
    ""Portugal"": 18,
    ""Poland"": 10,
    ""Chile"": 4,
    ""Netherlands"": 2,
    ""United Kingdom"": 2,
    ""Australia"": 2,
    ""Iran"": 4
  },
  ""account"": {
    ""Administr"": 32,
    ""Test"": 38,
    ""hello"": 48,
    ""ZRqDDBVNf"": 2,
    ""RIqxAG"": 2,
    ""VSwovq"": 2,
    ""eltons"": 10,
    ""administr"": 10,
    ""VExxnwZqh"": 2,
    ""YgrLGP"": 2,
    ""OsUeos"": 2,
    ""(empty)"": 2,
    ""Domain"": 10,
    ""Administrator"": 20,
    ""Admin"": 18,
    ""Whatuptime.com"": 18,
    ""Jakartakini123#"": 18,
    ""1wi7wlgl"": 8,
    ""beio"": 2,
    ""SYWssHHWU"": 2,
    ""cgBSFw"": 2,
    ""vPeOFh"": 2,
    ""142.93.8.59"": 140,
    ""wmxaOyCgn"": 2,
    ""hKjVoZ"": 2,
    ""UjcLgK"": 2
  },
  ""keyboard"": {
    ""Unknown"": 398
  },
  ""client_build"": {
    ""Unknown"": 398
  },
  ""client_name"": {
    ""Unknown"": 398
  },
  ""ip_type"": {
    ""Unknown"": 266,
    ""hosting & proxy"": 20,
    ""hosting"": 108,
    ""proxy"": 4
  }
}"
