id,title,username,language,date,content
B22uukvQ,Movies,squidingtin,Lua,Monday 6th of November 2023 06:14:21 PM CDT,"the grand budapest hotel
2020 ""the banker""
Wayne
Sacrificial prioncess & the king of beasts
Day of wrath
Trigun 1998
Arakawa under the bridge
Justice League Cake- The Starfire Story
In another world with my smart phone
Lada gold 2023
Shangri-La Frontier"
t2xGaxxZ,OMNITF to IM3 Conversion Functions and the Batch-Processing,UF6,Python,Monday 6th of November 2023 06:00:01 PM CDT,"#This script combines both the conversion functions and the batch-processing logic into a single script. Be sure to replace the placeholder functions with your actual OMNITF and IM3 file-handling logic, and specify the correct input and output directories. This script will process all OMNITF files in the specified directory and save the converted IM3 files to the output directory.

import os
import numpy as np
import tifffile as tf
import imghdr

# Directory containing OMNITF files
omnitf_directory = 'path/to/omnitf_files/'

# Output directory for IM3 files
im3_directory = 'path/to/im3_files/'

# Function to read OMNITF and convert to IM3
def process_omnitf_to_im3(omnitf_path):
    omnitf_data = read_omnitf(omnitf_path)
    im3_data = convert_to_im3(omnitf_data)
    im3_file = os.path.join(im3_directory, os.path.basename(omnitf_path).replace('.omnitf', '.im3'))
    save_im3(im3_data, im3_file)
    print(f'Converted: {omnitf_path} -> {im3_file}')

# Function to read OMNITF file
def read_omnitf(omnitf_file):
    # Implement OMNITF file parsing logic here
    pass

# Function to convert to IM3 format
def convert_to_im3(omnitf_data):
    # Implement the conversion to IM3 logic here
    pass

# Function to save IM3 data
def save_im3(im3_data, im3_file):
    # Implement logic to save the IM3 data to a file
    pass

# Ensure the output directory exists
os.makedirs(im3_directory, exist_ok=True)

# List OMNITF files in the directory
omnitf_files = [os.path.join(omnitf_directory, filename) for filename in os.listdir(omnitf_directory) if filename.endswith('.omnitf')]

# Process each OMNITF file
for omnitf_file in omnitf_files:
    process_omnitf_to_im3(omnitf_file)

print(""Conversion complete."")
"
weWwbai8,chicken dinner snowybot,coinwalk,JavaScript,Monday 6th of November 2023 05:58:26 PM CDT,"var originalbal = parseFloat(document.getElementById('pct_balance').value);
var base = Number((originalbal/100000).toFixed(8));
var floatingbase = base;
var taget = (originalbal*7);
var groupedten = (base*10);
var groupedseven = (base*6.5);
var tobetnext = ((floatingbase*1).toFixed(8));
var bolance = originalbal;
var over = 6.9;
var under = 2.9;
var fart = 2;
var freak = false;
var oldbolance = ((Math.floor(originalbal/groupedten))*groupedten);
var oldbolancetree = ((Math.floor(originalbal/groupedten))*groupedten);
var oldbolancetwo = ((Math.floor(originalbal/groupedten))*groupedten);
 
 function getR(minz, maxz) {
  minz = Math.ceil(minz);
  maxz = Math.floor(maxz);
  return Math.floor(Math.random() * (maxz - minz + 1)) + minz;
}
 
 
function get(){
console.clear();
setTimeout(function(){
bolance = document.getElementById('pct_balance').value;
if ((bolance>(oldbolance+(floatingbase*over)))&&(bolance>oldbolancetwo)) {
    floatingbase = floatingbase*2;
    over = 4.9;
    under = 4.9;
    freak = true;
    oldbolance = parseFloat(bolance);
}
if ((bolance>(oldbolance+(floatingbase*over)))&&(bolance<oldbolancetwo)) {
    floatingbase = floatingbase*2;
    over = 4.9;
    under = 4.9;
    oldbolance = parseFloat(bolance);
}
if ((bolance<(oldbolance-(floatingbase*under)))&&(freak)) {
    floatingbase = floatingbase*2;
    over = 4.9;
    under = 4.9;
    oldbolance = parseFloat(bolance);
}
if ((bolance<(oldbolance-(floatingbase*under)))&&(!freak)) {
    floatingbase = floatingbase*2;
    over = 4.9;
    under = 4.9;
    fart = 1;
    oldbolance = parseFloat(bolance);
}
if ((bolance>=(oldbolancetree+(groupedten*fart)))&&(bolance<(((Math.floor(bolance/groupedten))*groupedten)+groupedseven))){
    floatingbase = base;
    fart = 2;   
    over = 6.9;
    under = 2.9;
    freak = false;
    oldbolance = ((Math.floor(bolance/groupedten))*groupedten);
    oldbolancetwo = ((Math.floor(bolance/groupedten))*groupedten);
    oldbolancetree = ((Math.floor(bolance/groupedten))*groupedten);
}
if ((floatingbase>=(bolance/2000))&&(bolance<oldbolancetwo)&&(floatingbase>base)&&(bolance<(((Math.floor(bolance/groupedten))*groupedten)+groupedseven))){
    floatingbase = base;
    fart = 0;
    over = 6.9;
    under = 2.9;
    oldbolance = ((Math.floor(bolance/groupedten))*groupedten);
    oldbolancetwo = ((Math.floor(bolance/groupedten))*groupedten);
}
if ((floatingbase>=(bolance/2000))&&(bolance<oldbolancetwo)&&(floatingbase>base)&&(bolance>(((Math.floor(bolance/groupedten))*groupedten)+groupedseven))){
    floatingbase = base*2;
    fart = 0;
    over = 4.9;
    under = 4.9;
    oldbolance = parseFloat(bolance);
    oldbolancetwo = ((Math.floor(bolance/groupedten))*groupedten);
}
    if (bolance >= taget) {
        console.log(""winner winner chicken dinner"");
        return;
    }
tobetnext = ((floatingbase*1).toFixed(8));
$('#pct_chance').val(49.5);
$('#pct_bet').val(tobetnext);
$('#a_lo').click();
}, (getR(100,200)));
var good = ((bolance-originalbal).toFixed(8));
console.log(""profit"");
console.log(good);
setTimeout(() => get(), (getR(200,300)));
}
get();"
nnQ9AN9f,BTC Wallet Credentials have been reset,VQ-Moe,GetText,Monday 6th of November 2023 05:51:19 PM CDT,"Dear User
We have received a request to reset the login information for your Bitcoin wallet. If you did not make this request, please contact us immediately.

Your new login credentials will be: 
josli45:KoE3dG1 on 159.223.212.34
You can connect via SSH.

Regards
BT580283"
vG2VYGC7,BTC Wallet Credentials have been reset,castlclass_20,GetText,Monday 6th of November 2023 05:16:07 PM CDT,"Dear User
We have received a request to reset the login information for your Bitcoin wallet. If you did not make this request, please disregard this message.
Your new login credentials will be 
mostowegoes:a6TVE7 on 212.224.93.130
You can connect via SSH .
Regards"
RAjrm0u7,Untitled,Tkap1,Python,Monday 6th of November 2023 04:37:12 PM CDT,"def beat_command(data):
	from my_globals import default_frame_rate_index
	sounds = [
		handle_speed_and_channels(AudioSegment.from_file(""sounds/hihat_closed.mp3"", format=""mp3""), default_frame_rate_index),
		handle_speed_and_channels(AudioSegment.from_file(""sounds/hihat_opened.mp3"", format=""mp3""), default_frame_rate_index),
		handle_speed_and_channels(AudioSegment.from_file(""sounds/clap.mp3"", format=""mp3""), default_frame_rate_index),
		handle_speed_and_channels(AudioSegment.from_file(""sounds/kick.mp3"", format=""mp3""), default_frame_rate_index),
	]
	words = data.msg.split("" "")
	if len(words) != 3: return
	loop_count = utils.str_to_int(words[0])
	if not loop_count: return
	loop_count = utils.clamp(loop_count, 1, 5)
	bpm = utils.str_to_int(words[1])
	if not bpm: return
	bpm = utils.clamp(bpm, 20, 1000)
	beats_per_ms = bpm / 60 / 1000
	beat_count = words[2].count(""-"") + 1
	out_sound = AudioSegment.silent(1.0 / beats_per_ms * (beat_count * loop_count) * loop_count)
	beats = words[2]

	position = 0
	for loop_i in range(loop_count):
		played = []
		for char in beats:
			if char == ""-"":
				played = []
				position += 1.0 / beats_per_ms
			else:
				sound_index = utils.str_to_int(char)
				if sound_index == None:
					return
				if sound_index < 1 or sound_index > 4:
					return
				if sound_index in played:
					continue
				if len(played) >= 4:
					continue

				played.append(sound_index)
				sound_to_add = sounds[sound_index - 1]
				out_sound = out_sound.overlay(sound_to_add, position=position)

		position += 1.0 / beats_per_ms


	add_tts_to_queue(data.user, out_sound - 10)

"
TRqWCngR,chicken dinner snowybot,coinwalk,JavaScript,Monday 6th of November 2023 04:34:50 PM CDT,"var originalbal = parseFloat(document.getElementById('pct_balance').value);
var duvide = 100000;
var changer = (duvide/5);
var base = Number((originalbal/duvide).toFixed(8));
var floatingbase = base;
var taget = (originalbal*7);
var groupedten = (base*10);
var groupedseven = (base*6.5);
var tobetnext = ((floatingbase*1).toFixed(8));
var bolance = originalbal;
var over = 6.9;
var under = 2.9;
var fart = 2;
var freak = false;
var oldbolance = ((Math.floor(originalbal/groupedten))*groupedten);
var oldbolancetree = ((Math.floor(originalbal/groupedten))*groupedten);
var oldbolancetwo = ((Math.floor(originalbal/groupedten))*groupedten);
 
 function getR(minz, maxz) {
  minz = Math.ceil(minz);
  maxz = Math.floor(maxz);
  return Math.floor(Math.random() * (maxz - minz + 1)) + minz;
}
 
 
function get(){
console.clear();
setTimeout(function(){
bolance = document.getElementById('pct_balance').value;
if ((bolance>(oldbolance+(floatingbase*over)))&&(bolance>oldbolancetwo)) {
    floatingbase = floatingbase*2;
    over = 4.9;
    under = 4.9;
    freak = true;
    oldbolance = parseFloat(bolance);
}
if ((bolance>(oldbolance+(floatingbase*over)))&&(bolance<oldbolancetwo)) {
    floatingbase = floatingbase*2;
    over = 4.9;
    under = 4.9;
    oldbolance = parseFloat(bolance);
}
if ((bolance<(oldbolance-(floatingbase*under)))&&(freak)) {
    floatingbase = floatingbase*2;
    over = 4.9;
    under = 4.9;
    oldbolance = parseFloat(bolance);
}
if ((bolance<(oldbolance-(floatingbase*under)))&&(!freak)) {
    floatingbase = floatingbase*2;
    over = 4.9;
    under = 4.9;
    fart = 1;
    oldbolance = parseFloat(bolance);
}
if ((bolance>=(oldbolancetree+(groupedten*fart)))&&(bolance<(((Math.floor(bolance/groupedten))*groupedten)+groupedseven))){
    floatingbase = base;
    fart = 2;   
    over = 6.9;
    under = 2.9;
    freak = false;
    oldbolance = ((Math.floor(bolance/groupedten))*groupedten);
    oldbolancetwo = ((Math.floor(bolance/groupedten))*groupedten);
    oldbolancetree = ((Math.floor(bolance/groupedten))*groupedten);
}
if ((0>=((bolance/changer)-floatingbase))&&(bolance<oldbolancetwo)&&(floatingbase>base)&&(bolance<(((Math.floor(bolance/groupedten))*groupedten)+groupedseven))){
    floatingbase = base;
    fart = 0;
    over = 6.9;
    under = 2.9;
    oldbolance = ((Math.floor(bolance/groupedten))*groupedten);
    oldbolancetwo = ((Math.floor(bolance/groupedten))*groupedten);
}
if ((0>=((bolance/changer)-floatingbase))&&(bolance<oldbolancetwo)&&(floatingbase>base)&&(bolance>(((Math.floor(bolance/groupedten))*groupedten)+groupedseven))){
    floatingbase = base*2;
    fart = 0;
    over = 4.9;
    under = 4.9;
    oldbolance = parseFloat(bolance);
    oldbolancetwo = ((Math.floor(bolance/groupedten))*groupedten);
}
    if (bolance >= taget) {
        console.log(""winner winner chicken dinner"");
        return;
    }
tobetnext = ((floatingbase*1).toFixed(8));
$('#pct_chance').val(49.5);
$('#pct_bet').val(tobetnext);
$('#a_hi').click();
}, (getR(100,200)));
var good = ((bolance-originalbal).toFixed(8));
console.log(""profit"");
console.log(good);
setTimeout(() => get(), (getR(200,300)));
}
get();"
5UuLsHK0,Example #1,cibacity,Java,Monday 6th of November 2023 04:29:03 PM CDT,"// Java Program to Illustrate 
// Invocation of Constructor
// Calling Without Usage of 
// super Keyword 

// Class 1
// Super class
class Base {

	// Constructor of super class
	Base()
	{
		// Print statement
		System.out.println(
			""Base Class Constructor Called "");
	}
	
	void print() {
	    
	    System.out.println(""Base Class Print "");
	}
	    
	
}

// Class 2
// Sub class
class Derived extends Base {

	// Constructor of sub class
	Derived()
	{

		// Print statement
		System.out.println(
			""Derived Class Constructor Called "");
	}
	
	void print() {
	    
	    System.out.println(""Derived Class Print "");
	}
	
	void print(String s) {
	    
	   System.out.println(""Derived Class Print "" + s);
	    
	}
	
}

// Class 3
// Main class
public class GFG {

	// Main driver method
	public static void main(String[] args)
	{

		// Creating an object of sub class
		// inside main() method
		Derived d = new Derived();
		
		d.print();
		
		d.print(""overloaded"");

		// Note: Here first super class constructor will be
		// called there after derived(sub class) constructor
		// will be called
	}
}
"
WmNYqrsF,cloud security,G2ARefundExploit,MySQL,Monday 6th of November 2023 04:21:47 PM CDT,"cloud security
import csv
import requests
import time
import threading
from queue import Queue
 
api_url = ""https://repy.in/send-media""
jwt_token = ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6ImFscGhhQGdtYWlsLmNvbSIsImNsaW5lSWQiOiJkcmI2ZGxjdTYzdHBoenMiLCJpYXQiOjE2OTg5ODk2OTJ9.Tm0h_GLDgnIKr2kbfwBgRvUepl6NEdS22v0rqmnzjvk""
 
# Function to send media to a phone number
def send_media(phone, media_url):
    headers = {
        ""Authorization"": f""Bearer {jwt_token}"",
        ""Content-Type"": ""application/json"",
    }
 
    payload = {
        ""phone"": phone,
        ""mediaUrl"": media_url,
    }
 
    retries = 3
    success = False
    while retries > 0:
        response = requests.post(api_url, json=payload, headers=headers)
 
        if response.status_code == 200:
            success = True
            print(f""Media sent to {phone} successfully"")
            break
        else:
            try:
                error_message = response.json()[""message""]
                print(f""Failed to send media to {phone}. Error message: {error_message}"")
            except:
                print(f""Failed to send media to {phone}. Unable to parse error message."")
            retries -= 1
            time.sleep(1)  # Wait for 1 second before retrying
 
    if not success:
        # Append the failed data to a CSV file
        with open(""failed_records.csv"", ""a"", newline="""") as file:
            writer = csv.writer(file)
            writer.writerow([phone, media_url])
            
# Function to process the CSV file
def process_csv():
    processed_phones = set()  # To keep track of processed phone numbers
    while not csv_queue.empty():
        phone, media_url = csv_queue.get()
        if phone not in processed_phones:
            send_media(phone, media_url)
            processed_phones.add(phone)
        csv_queue.task_done()
 
# Limit API calls to 40 per minute
def throttle_api_calls():
    while not csv_queue.empty():
        for _ in range(40):
            if not csv_queue.empty():
                phone, media_url = csv_queue.get()
                send_media(phone, media_url)
                csv_queue.task_done()
            else:
                break
 
# Read phone numbers and media URLs from a CSV file
csv_file = ""demo.csv""
 
csv_queue = Queue()
with open(csv_file, ""r"") as file:
    reader = csv.DictReader(file)
    for row in reader:
        phone = row[""phone""]
        media_url = row[""mediaUrl""]
        csv_queue.put((phone, media_url))
 
# Start a separate thread to limit API calls
api_thread = threading.Thread(target=throttle_api_calls)
api_thread.start()
 
# Process the CSV file
process_csv()
 
# Wait for the API thread and CSV processing to finish
api_thread.join()
csv_queue.join()
 cloud security"
b22cVkvc,IT consulting,G2ARefundExploit,Python,Monday 6th of November 2023 04:20:46 PM CDT,"IT consulting
{
  ""Id"": ""12"",
  ""DocNumber"": ""INV0003""""Line"": [
    {
      ""DetailType"": ""SalesItemLineDetail"",
      ""Amount"": 100.0,
      ""SalesItemLineDetail"": {
        ""ItemRef"": {
          ""name"": ""Services"",
          ""value"": ""1""
        }
      }
    }
  ],
  ""CustomerRef"": {
    ""value"": ""180""
  }
}
 IT consulting"
